attr_name	tumor_breast_1	tumor_breast_2	tumor_breast_3	tumor_breast_4	tumor_breast_5	tumor_breast_6
REV3L	6.45284061107063	6.55274888333319	6.43693034460522	5.60444865939425	7.00067724259349	6.24414523760546
RGMA	5.94431971301285	6.16744682205206	6.45208109448068	5.99370333956619	5.8506943800841	5.59788239043004
RHOJ	6.13435306188246	6.30611179410938	6.74130384211445	5.16573722998308	6.20330257487375	3.98901278593369
RIMKLB	7.22230983016484	7.47971021366445	6.66784843177796	6.2162568851644	6.70417851960936	6.90531803955746
RNF139-DT	5.61845991851258	5.52908120769656	5.29484488554057	5.73932420607276	6.56364152235933	6.08414440147531
RUNDC3B	4.9621553816473	4.67750863308039	4.35581905949586	4.02794823262078	4.64643656005578	3.48515293277561
RUNX1-IT1	6.08135788201287	5.59743578092948	6.31739734828489	6.53425400775904	5.92580471790284	6.60142291380185
RUNX2	8.29700274762197	8.73744590305428	4.60544912351874	6.7112154750955	6.66663300987743	7.79755822739522
SALL4	7.83635233337329	6.90188109686574	6.33895724500245	6.55103254921624	6.17593102949627	8.13822753019131
SASH1	7.73973672332225	7.92056541132002	8.37650116626994	7.35295273542845	8.50300343260262	7.95610152617061
SCARA5	3.87586502371798	5.39074968435611	7.52291275097019	5.91574806431868	5.27606929989557	3.92488957081452
SCN3A	2.53025655093937	2.41374585443049	3.42674606823169	2.57691022332025	3.36939327056983	3.32178717804989
SDC1	11.1515095200515	10.8097764356213	8.10333728128351	9.103420103756	10.4257263058404	10.3381253989475
SEMA3G	5.00818530752541	3.43946230104972	4.58896812241162	4.36944416233353	6.46941268787469	3.3396367073809
SEMA6A	4.54437102364131	4.46203843162086	4.30136436029017	4.28186692403349	5.07246129218859	4.42312042690613
SERTAD4	6.25601159126402	7.14074480857387	5.87631686608849	5.82496817916315	5.6713676305007	6.72534269063221
SFPQ	8.20140560618555	8.10307746975042	7.9144469378698	7.43489619743317	8.62889605664766	7.70599887406536
SH3BP5	8.08094915930298	8.31578450586179	7.85389380696473	7.58407959165323	8.15648495093059	8.0348558192185
SHE	7.31555042540228	7.11740274576986	5.78897109302983	6.96281899745901	7.78684813343503	4.52578900407837
SLC25A25	6.33277715535236	6.54629440114299	7.05087421160511	7.06714331395539	6.2755755081794	6.45150681372001
SLC6A6	9.55147179031967	8.02599991156535	8.30154345553328	10.1016382869587	9.75182381812666	10.576001135441
SLC7A2	6.55713483300578	7.28193476167836	7.28295095698978	6.73638840685707	7.20968106661905	5.76364274316704
SLIT2	7.15685608324917	7.32608369369136	6.53358763989894	6.27652900392087	5.81263116953149	5.87317816232268
SMCO4	10.031496476508	10.313558745005	8.84787271760737	9.7530555113129	10.6674000424263	9.78715979497641
SOCS2	8.05539352371884	8.11203518152679	7.73103171882107	6.06907782481881	8.15360896394044	5.8930467513014
SORL1	5.78393081496385	6.09612565419292	7.15492157828028	6.43341021490645	6.61916413073552	6.21534647121156
SOX17	5.94637925618246	4.65226771591461	4.48224616319937	4.68228765658718	5.38917449230016	4.22573821653843
SOX7	3.96986076550887	3.02486339371631	3.17931424240192	3.61556886889632	4.2709298953821	2.63369404800721
SPTBN1	6.98743390784733	6.92385085129634	7.26118884514429	7.17570524690947	7.00249795206556	6.22473367567989
SRPX	8.9922226644426	8.3026770360413	7.91799764953036	7.59348925782485	9.27546274411294	8.46982739213556
STARD9	7.33689730479046	6.53044787457283	5.93696319165572	6.41296268420711	6.11157873613845	6.71355028059138
STEAP4	3.94773948216797	3.80020274738873	4.0204870484922	3.93971959933701	4.57821667302378	4.66833181849694
STOX2	3.98609431970897	4.90145260133175	4.03292986762429	4.08227017235462	3.97972949260035	3.96805824158721
SUGCT	8.5907086018939	7.46021129541368	6.90927031570497	6.40773337700373	7.48215192010877	9.03281135156794
SULF1	10.4528937446197	9.70178252500682	6.58424026915466	9.31008181439111	9.87066095687586	10.4826302575431
SUN1	6.83212400584235	7.31081145828582	6.69928528912371	6.65772239408205	6.83991478259176	6.75103364726832
SVEP1	6.12157937693707	5.39245506937009	6.21609403178168	5.54289271921324	7.06432158797423	6.33700122576352
SYNDIG1	7.39098323158675	7.22305206620569	3.78767994856871	5.53207219746232	6.91618746818281	6.46451885269164
SYNM	6.09202136437572	5.33584643044126	7.59190471445807	6.51059806981721	7.1568761829299	6.73576134095945
TACC1	6.14592286395852	5.47878089607797	5.74900767041919	5.88432263555532	5.6439165025657	5.38817221303598
TACR1	3.75218871837322	3.0534798631448	4.6581683832582	4.06355429368751	5.71734443957855	3.76248838365513
TAFA5	6.77933341911662	6.84175291731426	4.1827909666206	5.72023205106123	6.108712999025	6.45144905436957
TAL1	4.87468893044844	5.60311797605907	4.98550349165115	5.12330734336832	5.32532693880885	4.7039806156064
TBC1D2	5.611398136585	5.96816367135103	5.896218719197	6.01232000832614	6.27935470532143	6.6347669067798
TFPI	6.6073953535007	5.82628215004379	6.04902296683424	5.75551703521147	6.76962762504739	4.43780546816863
TGFBR3	7.72256982330338	8.78852281022445	9.04106820724735	7.41632859215874	8.52092170788363	6.74718418812265
THBD	6.19526133424363	5.7889271630593	5.07785615667016	5.92016771515252	5.75375043715217	5.6044008828147
THSD7A	5.43908628687328	5.93884256207634	5.05036947464453	5.24460821956256	5.22298000370576	4.33052295495211
TIAM2	6.16444090987359	5.73273134447438	5.45832235705223	5.98073733053529	6.7064544296396	5.91613046953258
TM4SF1	8.31454910642677	7.65782994218391	8.33607010867713	8.13423303738072	9.11842820914878	10.2073138059767
TMEM132C	4.97849372177615	5.60161593456286	6.13025054793676	5.5841725756225	5.2514339333856	5.1984883858371
TMEM273	7.20684944847957	5.76749184971916	6.86036371513276	8.217962534261	7.70512780265899	7.57145747034265
TMEM52B	3.62483596539312	3.13519333063238	2.72345212266164	3.45696382991273	3.10984417172049	4.04466420802192
TMTC1	7.48459933411985	6.34613294554251	6.35427539139354	6.57823213315972	6.5487533025833	6.83034633595297
TNXB	4.31579861831553	5.00950717208233	6.97668534872817	5.59056483543927	5.66462415870835	4.97979790865506
TRDMT1	3.86905003173639	3.75208331785438	4.62036264391847	4.00924374332426	3.56172691605178	3.55240526109537
TSPAN7	4.77220045438598	4.65796219565682	3.77798396936351	4.90575767770685	4.84169257800162	4.89250857316719
UNC5B	9.3344992560586	8.73992783026519	8.074118359696	8.82510910773873	9.01885854642869	8.39238097310488
VDR	8.6353480435162	8.42591013681247	7.46515658852602	8.628885505915	8.59080020867352	8.47012512287327
WDFY2	7.39196349854045	6.26412628179632	7.98801917594723	7.70051140361001	6.9484577113194	6.91794614626053
YBX3	9.07782740432424	8.84364334758718	8.99428871110947	8.8212829261542	8.4573732275334	9.1721595326624
ZBTB16	5.3642255532111	5.96204724359209	5.75387573262406	4.01793347428527	3.19978929086712	4.05042255657373
ZNF385D	3.81041692763999	4.3734775641848	3.09897670747637	3.21613753701788	3.26633964904984	3.91851502649268
ZNF668	5.41937941041404	5.837363187307	5.62941743715811	5.46283455977514	5.70352024620181	5.80262351163242
