attr_name	Tumor_breast_1	Tumor_breast_8	Tumor_breast_2	Tumor_breast_9	Tumor_breast_3	Tumor_breast_10	Tumor_breast_4	Tumor_breast_11	Tumor_breast_5	Tumor_breast_12	Tumor_breast_6	Tumor_breast_13	Tumor_breast_7	Tumor_breast_14	Tumor_breast_15
IGF1	5.49185309632967	7.12928301694497	7.08746284125034	6.37503943134692	4.8073549220576	1.58496250072116	5.20945336562895	7.82017896241519	4.70043971814109	6.20945336562895	7.51569983828404	3.90689059560852	8.03342300153745	8.33091687811462	5.16992500144231
ATP1A2	4.95419631038687	11.0741414627525	8.7279204545632	7.57742882803575	5.58496250072116	1	3.32192809488736	4.90689059560852	2.58496250072116	7.2667865406949	7.14974711950468	3.16992500144231	7.17990909001493	6.58496250072116	6.20945336562895
SYT13	8.21916852046216	7.04439411935845	12.5531492755985	9.62570884306447	14.687321001722	3.16992500144231	2.32192809488736	12.2848241002246	10.5478585060584	13.3380399331079	10.8963324039099	0	8.22881869049588	4.24792751344359	8.8703647195834
FHL1	9.34207466799914	10.4655664048094	13.284968651604	10.0375469539622	8.61470984411521	6.91886323727459	8.33091687811462	12.1848753429083	9.39231742277876	9.02790599656988	10.5840229402575	7.08746284125034	10.632995197143	12.6781599575428	10.1661630826461
DEPDC1	8.62935662007961	8.2336196767597	8.29462074889163	9.64205169292798	9.63117705570398	10.4335854411505	9.60547951806167	9.36194377373524	9.90086680798075	9.37937836707126	9.91587937883577	11.1573469353628	8.16992500144231	8.0389189892923	9.14974711950468
HSD17B6	8.05528243550119	8.63299519714296	9.2045711442492	8.97154355395077	5.85798099512757	6.44294349584873	7.56985560833095	10.7515440590891	7.40087943628218	6.65821148275179	9.01402047031493	6.98868468677217	9.44914864537544	8.34872815423108	7.75488750216347
IBSP	6.02236781302845	4.75488750216347	9.67948009950545	6.4594316186373	7.70043971814109	7.18982455888002	5.75488750216347	8.78790255939143	4.64385618977472	7.4093909361377	7.93073733756289	3.90689059560852	4.32192809488736	6.04439411935845	9.36850646150769
EFCAB1	3	4.52356195605701	3.8073549220576	3.32192809488736	4.32192809488736	4.85798099512757	1	4	1.58496250072116	3.16992500144231	4.58496250072116	1	4.39231742277876	3.8073549220576	3.16992500144231
MYOC	2.32192809488736	0	2	1	1.58496250072116	0	0	1.58496250072116	1	0	0	0	2	1	1.58496250072116
DEPDC1B	9.43462822763673	7.65821148275179	8.02236781302845	8.467605550083	9.1548181090521	9.65642486327778	10.0042204663182	7.70043971814109	7.86418614465428	7.3037807481771	9.84862294042934	10.3761253892762	6.85798099512757	7.72109918870718	8.49185309632967
OTC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
